loss,accuracy,val_loss,val_accuracy
1.4188398122787476,0.42958056926727295,1.1976540088653564,0.41911765933036804
1.0812968015670776,0.5293598175048828,1.1422231197357178,0.4466911852359772
1.004372239112854,0.570419430732727,1.1552540063858032,0.3952205777168274
0.9792315363883972,0.5986754894256592,1.0720548629760742,0.5183823704719543
0.9210031032562256,0.6158940196037292,1.0850387811660767,0.49816176295280457
0.8794950246810913,0.6379690766334534,1.0754008293151855,0.4944852888584137
0.8560197353363037,0.6467990875244141,1.043103575706482,0.4632352888584137
0.8688133358955383,0.634437084197998,1.0684503316879272,0.47610294818878174
0.8223356604576111,0.6551876664161682,1.0490825176239014,0.5367646813392639
0.8040679097175598,0.6666666865348816,1.0186156034469604,0.5036764740943909
0.7976157665252686,0.6741721630096436,0.9995985627174377,0.5238970518112183
0.8001772165298462,0.6710816621780396,1.0069856643676758,0.5036764740943909
0.7679355144500732,0.6732891798019409,1.0177090167999268,0.5404411554336548
0.7612626552581787,0.6993377208709717,0.9683040380477905,0.529411792755127
0.7467694878578186,0.6887417435646057,0.9971106052398682,0.560661792755127
0.7280474305152893,0.7028697729110718,1.0091079473495483,0.5183823704719543
0.7253862619400024,0.6958057284355164,1.0145609378814697,0.5496323704719543
